0.000000000000000000e+00,2.260000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.910000000000000000e+02,1.081017480433042408e+02,0.000000000000000000e+00
2.000000000000000000e+00,5.350000000000000000e+02,1.090008618667287976e+02,0.000000000000000000e+00
3.000000000000000000e+00,6.480000000000000000e+02,1.097906043549448896e+02,0.000000000000000000e+00
4.000000000000000000e+00,7.400000000000000000e+02,1.102449541853262218e+02,0.000000000000000000e+00
5.000000000000000000e+00,8.040000000000000000e+02,1.108952666762694861e+02,0.000000000000000000e+00
6.000000000000000000e+00,8.540000000000000000e+02,1.113853534368873142e+02,0.000000000000000000e+00
7.000000000000000000e+00,9.080000000000000000e+02,1.121739274835078390e+02,0.000000000000000000e+00
8.000000000000000000e+00,9.650000000000000000e+02,1.131274005227587907e+02,0.000000000000000000e+00
9.000000000000000000e+00,1.021000000000000000e+03,1.141892732262733290e+02,0.000000000000000000e+00
1.000000000000000000e+01,1.054000000000000000e+03,1.147521787810536580e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,1.152242424946149981e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.136000000000000000e+03,1.156922598101867408e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.175000000000000000e+03,1.161567234350577280e+02,0.000000000000000000e+00
1.400000000000000000e+01,1.204000000000000000e+03,1.164298123681919748e+02,0.000000000000000000e+00
1.500000000000000000e+01,1.231000000000000000e+03,1.167525521955240038e+02,0.000000000000000000e+00
1.600000000000000000e+01,1.253000000000000000e+03,1.169205979724041953e+02,0.000000000000000000e+00
1.700000000000000000e+01,1.275000000000000000e+03,1.172069661104393532e+02,0.000000000000000000e+00
1.800000000000000000e+01,1.290000000000000000e+03,1.172247444888702859e+02,0.000000000000000000e+00
1.900000000000000000e+01,1.291000000000000000e+03,1.173402275491737328e+02,0.000000000000000000e+00
2.000000000000000000e+01,1.288000000000000000e+03,1.170009216841505406e+02,0.000000000000000000e+00
2.100000000000000000e+01,1.292000000000000000e+03,1.169298983553805868e+02,0.000000000000000000e+00
2.200000000000000000e+01,1.282000000000000000e+03,1.166256487297442277e+02,0.000000000000000000e+00
2.300000000000000000e+01,1.265000000000000000e+03,1.162471509241583476e+02,0.000000000000000000e+00
2.400000000000000000e+01,1.237000000000000000e+03,1.156838145073155744e+02,0.000000000000000000e+00
2.500000000000000000e+01,1.219000000000000000e+03,1.156312788939677461e+02,0.000000000000000000e+00
2.600000000000000000e+01,1.179000000000000000e+03,1.154560557761367363e+02,0.000000000000000000e+00
2.700000000000000000e+01,1.130000000000000000e+03,1.154119717005296053e+02,0.000000000000000000e+00
2.800000000000000000e+01,1.089000000000000000e+03,1.150082032058771375e+02,0.000000000000000000e+00
2.900000000000000000e+01,1.017000000000000000e+03,1.146235026396921910e+02,0.000000000000000000e+00
3.000000000000000000e+01,9.520000000000000000e+02,1.139995032084283082e+02,0.000000000000000000e+00
3.100000000000000000e+01,8.730000000000000000e+02,1.134199015709627929e+02,0.000000000000000000e+00
3.200000000000000000e+01,7.930000000000000000e+02,1.125204457578508510e+02,0.000000000000000000e+00
3.300000000000000000e+01,7.050000000000000000e+02,1.113963355197935101e+02,0.000000000000000000e+00
3.400000000000000000e+01,5.880000000000000000e+02,1.097662612477376456e+02,0.000000000000000000e+00
3.500000000000000000e+01,4.570000000000000000e+02,1.081372875803334921e+02,0.000000000000000000e+00
3.600000000000000000e+01,3.460000000000000000e+02,1.052992273549127162e+02,0.000000000000000000e+00
3.700000000000000000e+01,1.820000000000000000e+02,1.026970899116285949e+02,0.000000000000000000e+00
3.800000000000000000e+01,4.200000000000000000e+01,1.015837360817625949e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.560000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.680000000000000000e+02,2.372119399612251911e+01,1.000000000000000000e+00
2.000000000000000000e+00,4.080000000000000000e+02,2.388710954272650611e+01,1.000000000000000000e+00
3.000000000000000000e+00,5.280000000000000000e+02,2.404374373243382479e+01,1.000000000000000000e+00
4.000000000000000000e+00,6.340000000000000000e+02,2.414192887105530261e+01,1.000000000000000000e+00
5.000000000000000000e+00,6.960000000000000000e+02,2.426407930923353362e+01,1.000000000000000000e+00
6.000000000000000000e+00,7.600000000000000000e+02,2.438123399910399769e+01,1.000000000000000000e+00
7.000000000000000000e+00,8.150000000000000000e+02,2.448280469542234172e+01,1.000000000000000000e+00
8.000000000000000000e+00,8.790000000000000000e+02,2.462222540498337509e+01,1.000000000000000000e+00
9.000000000000000000e+00,9.270000000000000000e+02,2.485387613830952702e+01,1.000000000000000000e+00
1.000000000000000000e+01,9.710000000000000000e+02,2.498553705519583445e+01,1.000000000000000000e+00
1.100000000000000000e+01,1.018000000000000000e+03,2.507293068706605155e+01,1.000000000000000000e+00
1.200000000000000000e+01,1.056000000000000000e+03,2.515848803913998921e+01,1.000000000000000000e+00
1.300000000000000000e+01,1.088000000000000000e+03,2.524608260789087311e+01,1.000000000000000000e+00
