1.400000000000000000e+01,1.124000000000000000e+03,2.529736339526426647e+01,1.000000000000000000e+00
1.500000000000000000e+01,1.145000000000000000e+03,2.537085978235781170e+01,1.000000000000000000e+00
1.600000000000000000e+01,1.165000000000000000e+03,2.541596230822885616e+01,1.000000000000000000e+00
1.700000000000000000e+01,1.187000000000000000e+03,2.549640279767645623e+01,1.000000000000000000e+00
1.800000000000000000e+01,1.198000000000000000e+03,2.553155803591818795e+01,1.000000000000000000e+00
1.900000000000000000e+01,1.208000000000000000e+03,2.557650034886595236e+01,1.000000000000000000e+00
2.000000000000000000e+01,1.204000000000000000e+03,2.556342401610468684e+01,1.000000000000000000e+00
2.100000000000000000e+01,1.202000000000000000e+03,2.555239338595824350e+01,1.000000000000000000e+00
2.200000000000000000e+01,1.206000000000000000e+03,2.552945012512708090e+01,1.000000000000000000e+00
2.300000000000000000e+01,1.186000000000000000e+03,2.548193338622122184e+01,1.000000000000000000e+00
2.400000000000000000e+01,1.170000000000000000e+03,2.531562903392048725e+01,1.000000000000000000e+00
2.500000000000000000e+01,1.150000000000000000e+03,2.528872284551367855e+01,1.000000000000000000e+00
2.600000000000000000e+01,1.116000000000000000e+03,2.525796186726838499e+01,1.000000000000000000e+00
2.700000000000000000e+01,1.076000000000000000e+03,2.526421836440509594e+01,1.000000000000000000e+00
2.800000000000000000e+01,1.027000000000000000e+03,2.521152659956733899e+01,1.000000000000000000e+00
2.900000000000000000e+01,9.650000000000000000e+02,2.514914531633398909e+01,1.000000000000000000e+00
3.000000000000000000e+01,9.010000000000000000e+02,2.504363064795257188e+01,1.000000000000000000e+00
3.100000000000000000e+01,8.280000000000000000e+02,2.494065708323969233e+01,1.000000000000000000e+00
3.200000000000000000e+01,7.420000000000000000e+02,2.479608747376735778e+01,1.000000000000000000e+00
3.300000000000000000e+01,6.620000000000000000e+02,2.462506784891982647e+01,1.000000000000000000e+00
3.400000000000000000e+01,5.560000000000000000e+02,2.435774145833354254e+01,1.000000000000000000e+00
3.500000000000000000e+01,4.530000000000000000e+02,2.401448174917272738e+01,1.000000000000000000e+00
3.600000000000000000e+01,3.280000000000000000e+02,2.351854474836823883e+01,1.000000000000000000e+00
3.700000000000000000e+01,1.680000000000000000e+02,2.293307816824318124e+01,1.000000000000000000e+00
3.800000000000000000e+01,3.000000000000000000e+01,2.277670726242648769e+01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
